contig	length	gc	cov	kingdom	phylum	class	order	family	genus	species	taxid	single_copy_PFAMs	num_single_copies	bh_tsne_x	bh_tsne_y	cluster	ML_expanded_clustering
NODE_217_length_75277_cov_222.727	75277	37.8893951672	222.727	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF01783.18	1	-8.584652306369664	-26.356563254444065	DBSCAN_round1_7	DBSCAN_round1_7
NODE_218_length_75076_cov_222.777	75076	35.2256380201	222.777	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Gabonia	Gabonia massiliensis	1686296	PF01783.18,PF00889.14,PF08529.6,PF11987.3,PF00380.14,PF00572.13,PF00627.26,PF04760.10,PF00318.15	9	-0.5207107394192078	-11.312578818848374	DBSCAN_round1_4	DBSCAN_round1_4
NODE_219_length_74917_cov_223.282	74917	28.283300185500003	223.282	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF01018.17,PF06071.8,PF00830.14,PF01025.14	4	-25.91818836096365	5.822803268536068	DBSCAN_round2_4	DBSCAN_round2_4
NODE_220_length_74406_cov_223.867	74406	39.760234389699995	223.867	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF06574.7	1	-1.4046416199513785	-18.30322298985756	DBSCAN_round2_3	DBSCAN_round2_3
NODE_221_length_74348_cov_220.843	74348	54.8716845107	220.843	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF01765.14,PF02132.10	2	33.917957877893265	7.17077730810074	DBSCAN_round1_6	DBSCAN_round1_6
NODE_222_length_74334_cov_225.095	74334	52.2371996664	225.095	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF06574.7,PF01509.13,PF01018.17,PF00958.17,PF03840.9,PF01687.12	6	34.81177459426981	7.468113952017043	DBSCAN_round1_6	DBSCAN_round1_6
NODE_223_length_74031_cov_223.64	74031	68.37405951560001	223.64	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF12344.3,PF00113.17,PF02768.10,PF00712.14,PF03952.11,PF06689.8,PF02767.11	7	9.149981609970864	10.064619080066887	DBSCAN_round3_0	DBSCAN_round3_0
NODE_224_length_73882_cov_223.991	73882	57.45513115510001	223.991	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF02403.17,PF01176.14	2	20.636667521373308	-9.221552574663061	DBSCAN_round1_14	DBSCAN_round1_14
NODE_225_length_73875_cov_224.087	73875	39.172927242	224.087	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780		0	1.9487762153026051	-24.14481545205297	DBSCAN_round2_5	DBSCAN_round2_5
NODE_226_length_73868_cov_223.403	73868	72.58488113930001	223.403	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF08275.6	1	-2.866593829428965	22.001396203986417	DBSCAN_round1_9	DBSCAN_round1_9
NODE_227_length_73745_cov_223.116	73745	39.0155264764	223.116	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF01715.12,PF06418.9,PF10458.4,PF02132.10	4	-8.667388357323773	-26.9209103436957	DBSCAN_round1_7	DBSCAN_round1_7
NODE_228_length_73659_cov_222.775	73659	32.289333279000004	222.775	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. TX077308	573569		0	-22.213348268566364	2.845643149708081	DBSCAN_round3_1	DBSCAN_round3_1
NODE_229_length_73312_cov_220	73312	54.2939764295	220.0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF01715.12,PF00035.20,PF05491.8,PF01795.14	4	34.44310171714009	7.262184793221536	DBSCAN_round1_6	DBSCAN_round1_6
NODE_230_length_72898_cov_224.183	72898	40.363247277	224.183	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF01409.15,PF03484.10,PF02410.10,PF03147.9,PF01632.14,PF00453.13,PF02912.13,PF00707.17	8	-21.172410646665853	-12.459488940106404	DBSCAN_round1_13	DBSCAN_round1_13
NODE_231_length_72500_cov_221.175	72500	31.9351724138	221.175	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF00154.16	1	-23.41882016675968	13.031638985104106	DBSCAN_round1_10	DBSCAN_round1_10
NODE_232_length_72229_cov_224.347	72229	70.7693585679	224.347	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.710232445612407	20.20112498613008	DBSCAN_round1_9	DBSCAN_round1_9
NODE_233_length_72140_cov_223.664	72140	28.2007208206	223.664	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF02873.11,PF00380.14,PF01632.14,PF00572.13,PF00453.13,PF05198.11,PF00707.17	7	-25.993162611089968	6.097088512396141	DBSCAN_round2_4	DBSCAN_round2_4
NODE_234_length_72015_cov_224.837	72015	38.4294938554	224.837	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Gabonia	Gabonia massiliensis	1686296	PF01715.12,PF03772.11,PF01252.13	3	0.8114989502785641	-11.937833380481337	DBSCAN_round1_4	DBSCAN_round1_4
NODE_235_length_71872_cov_223.708	71872	39.989147373099996	223.708	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF02772.11,PF02773.11	2	-0.08308288377293126	-18.55214211205718	DBSCAN_round2_3	DBSCAN_round2_3
NODE_236_length_71689_cov_225.667	71689	72.1993611293	225.667	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-3.4751269327308663	21.532738916046018	DBSCAN_round1_9	DBSCAN_round1_9
NODE_237_length_71631_cov_224.751	71631	59.5468442434	224.751	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654		0	14.409053674580779	0.2247382955757929	DBSCAN_round1_5	DBSCAN_round1_5
NODE_238_length_71309_cov_224.233	71309	71.3710751799	224.233	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF00416.17,PF01196.14,PF01000.21,PF01193.19,PF01416.15,PF00411.14,PF01176.14,PF03118.10,PF00163.14	9	-2.7656469142188187	20.543301954085948	DBSCAN_round1_9	DBSCAN_round1_9
NODE_239_length_70704_cov_224.782	70704	39.0260805612	224.782	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF08275.6	1	-10.887275959108457	-16.650061006510946	DBSCAN_round1_12	DBSCAN_round1_12
NODE_240_length_70530_cov_224.011	70530	37.9951793563	224.011	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF02367.12,PF03652.10,PF06418.9,PF03485.11,PF06421.7,PF00750.14,PF01795.14	7	-10.931456293251793	-16.277015367197748	DBSCAN_round1_12	DBSCAN_round1_12
NODE_241_length_70334_cov_224.282	70334	71.8827309694	224.282	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	1930		0	-4.804004403302179	6.223158686606668	DBSCAN_round1_11	DBSCAN_round1_11
NODE_242_length_70146_cov_224.845	70146	31.028141305300004	224.845	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151		0	-22.660077633830067	5.790917761110622	DBSCAN_round3_2	DBSCAN_round3_2
NODE_243_length_69952_cov_223.384	69952	38.6465004575	223.384	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF01281.14,PF01715.12,PF02367.12,PF03948.9,PF01084.15,PF01250.12	6	-20.27010517385308	-11.601063089730744	DBSCAN_round1_13	DBSCAN_round1_13
NODE_244_length_69668_cov_224.331	69668	40.4174082793	224.331	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF01765.14,PF00889.14,PF08529.6,PF11987.3,PF03485.11,PF00750.14,PF00627.26,PF04760.10,PF00318.15,PF02033.13	10	-8.663083309824533	-27.457040204967946	DBSCAN_round1_7	DBSCAN_round1_7
NODE_245_length_69269_cov_224.753	69269	38.6550982402	224.753	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.2369788721282204	-18.161358519293167	DBSCAN_round2_3	DBSCAN_round2_3
NODE_246_length_68890_cov_226.76	68890	72.7318914211	226.76	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF02772.11,PF02773.11	2	-4.183363091238839	7.120794374557093	DBSCAN_round1_11	DBSCAN_round1_11
NODE_247_length_68768_cov_228.048	68768	71.76157515119998	228.048	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF12344.3,PF01121.15	2	-3.3544047615835217	20.69605816787985	DBSCAN_round1_9	DBSCAN_round1_9
NODE_248_length_68694_cov_223.877	68694	41.1724459196	223.877	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	0.8276324989692757	-19.455709332304398	DBSCAN_round2_3	DBSCAN_round2_3
NODE_249_length_68690_cov_223.935	68690	40.896782646700004	223.935	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF00410.14,PF00861.17,PF00164.20,PF00416.17,PF00466.15,PF00298.14,PF00252.13,PF00237.14,PF04998.12,PF04983.13,PF04565.11,PF00276.15,PF00338.17,PF04560.15,PF04997.7,PF04563.10,PF03947.13,PF00181.18,PF01196.14,PF00281.14,PF00673.16,PF00831.18,PF00687.16,PF00347.18,PF05000.12,PF00380.14,PF01000.21,PF01193.19,PF00562.23,PF00366.15,PF00297.17,PF00572.13,PF01416.15,PF10385.4,PF00411.14,PF00238.14,PF00828.14,PF03946.9,PF00344.15,PF00203.16,PF00177.16,PF00584.15,PF00623.15,PF00573.17,PF00189.15,PF01176.14,PF03118.10,PF00542.14,PF03719.10,PF00333.15,PF04561.9	51	0.2337424280583265	-20.748064285501737	DBSCAN_round2_3	DBSCAN_round2_3
NODE_250_length_68593_cov_224.217	68593	65.9309258962	224.217	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium afermentans	38286	PF01783.18,PF00830.14,PF01084.15	3	12.319561757692993	11.714766781165281	DBSCAN_round3_3	DBSCAN_round3_3
NODE_251_length_68498_cov_226.631	68498	72.3685363076	226.631	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-3.73434180933428	21.31623061749109	DBSCAN_round1_9	DBSCAN_round1_9
NODE_252_length_68452_cov_223.806	68452	57.508911353900004	223.806	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified	551	PF08275.6	1	20.275347573102074	-9.296920412215757	DBSCAN_round1_14	DBSCAN_round1_14
NODE_253_length_68341_cov_224.285	68341	70.7701087195	224.285	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF12344.3,PF00162.14,PF03840.9,PF00121.13,PF08459.6	5	-3.1013016073404724	5.952673393926793	DBSCAN_round1_11	DBSCAN_round1_11
NODE_254_length_67623_cov_224.527	67623	72.2269050471	224.527	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-3.914653540327421	21.822397630677038	DBSCAN_round1_9	DBSCAN_round1_9
NODE_255_length_67407_cov_224.646	67407	54.5670330975	224.646	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida	645	PF00830.14	1	15.549817500402794	-1.807302381434983	DBSCAN_round1_5	DBSCAN_round1_5
NODE_256_length_67339_cov_224.942	67339	40.260473128499996	224.942	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-20.319198425994912	-13.42702883914189	DBSCAN_round1_13	DBSCAN_round1_13
NODE_257_length_67324_cov_224.645	67324	69.7641257204	224.645	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-1.3076801827441145	6.333184816161742	DBSCAN_round1_11	DBSCAN_round1_11
NODE_258_length_67091_cov_224.297	67091	40.9876138379	224.297	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	0.7508264295428304	-18.285975908484886	DBSCAN_round2_3	DBSCAN_round2_3
NODE_259_length_66871_cov_223.814	66871	39.7197589389	223.814	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF06574.7,PF01252.13,PF01687.12	3	-20.288260901226725	-12.874690930715019	DBSCAN_round1_13	DBSCAN_round1_13
NODE_260_length_66805_cov_224.585	66805	39.0509692388	224.585	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-20.16288040619541	-12.026613935170193	DBSCAN_round1_13	DBSCAN_round1_13
NODE_261_length_66610_cov_224.651	66610	71.9231346645	224.651	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.8326097554840155	5.863535775202712	DBSCAN_round1_11	DBSCAN_round1_11
NODE_262_length_66567_cov_222.285	66567	40.2271395737	222.285	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF00154.16,PF07499.8	2	-8.713685685352898	-27.336488587144984	DBSCAN_round1_7	DBSCAN_round1_7
NODE_263_length_66302_cov_220.717	66302	56.3904557932	220.717	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	33.67087693771977	6.690109115938583	DBSCAN_round1_6	DBSCAN_round1_6
NODE_264_length_66157_cov_224.204	66157	69.8459724595	224.204	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF00830.14,PF02403.17,PF01025.14	3	9.165762784573	9.99083352384176	DBSCAN_round3_0	DBSCAN_round3_0
NODE_265_length_66134_cov_223.109	66134	58.957570992200004	223.109	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	221822		0	17.687062119333035	2.690625822942823	DBSCAN_round1_1	DBSCAN_round1_1
NODE_266_length_65984_cov_219.047	65984	57.45483753640001	219.047	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila CAG:154	1263034		0	34.14177045055807	6.134204675299183	DBSCAN_round1_6	DBSCAN_round1_6
NODE_267_length_65936_cov_224.813	65936	29.6605799563	224.813	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151	PF12344.3,PF02873.11,PF08459.6	3	-23.13726752202391	5.782836912849448	DBSCAN_round3_2	DBSCAN_round3_2
NODE_268_length_65577_cov_224.34	65577	57.4042728396	224.34	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	20.500199372460774	-9.709865927479427	DBSCAN_round1_14	DBSCAN_round1_14
NODE_269_length_65469_cov_223.682	65469	71.2260764637	223.682	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-3.808316933958964	6.5242165278672015	DBSCAN_round1_11	DBSCAN_round1_11
NODE_270_length_65245_cov_227.119	65245	62.7159169285	227.11900000000003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	221822		0	17.075006776766187	3.8974205491118648	DBSCAN_round1_1	DBSCAN_round1_1
NODE_271_length_65238_cov_223.885	65238	28.969312364	223.885	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF01281.14,PF00889.14,PF04998.12,PF04983.13,PF04565.11,PF04560.15,PF04997.7,PF04563.10,PF03948.9,PF05000.12,PF00562.23,PF10385.4,PF00627.26,PF00318.15,PF00623.15,PF04561.9	16	-26.31545272298358	5.767738699708213	DBSCAN_round2_4	DBSCAN_round2_4
NODE_272_length_64833_cov_223.104	64833	36.3210093625	223.104	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	171549	PF03485.11,PF00750.14,PF00825.13	3	0.07694989678123844	-11.523254223584788	DBSCAN_round1_4	DBSCAN_round1_4
NODE_273_length_64747_cov_224.53	64747	39.1014255487	224.53	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-19.19712488368018	-12.848484585992232	DBSCAN_round1_13	DBSCAN_round1_13
NODE_274_length_64652_cov_221.398	64652	56.35711192229999	221.398	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF01281.14,PF00113.17,PF00830.14,PF03652.10,PF03948.9,PF03952.11	6	33.56632714453085	6.74294327312086	DBSCAN_round1_6	DBSCAN_round1_6
NODE_275_length_64190_cov_224.33	64190	31.6840629382	224.33	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095	PF12344.3,PF01018.17,PF06418.9,PF01245.15,PF08459.6	5	-21.461280510792037	7.237539590490498	DBSCAN_round3_5	DBSCAN_round3_5
NODE_276_length_63859_cov_224.373	63859	30.8304232763	224.373	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151	PF02367.12	1	-22.664945423942648	5.4787605044611105	DBSCAN_round3_2	DBSCAN_round3_2
NODE_277_length_62813_cov_224.74	62813	66.7123047777	224.74	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	6.9695851830111035	16.635729156870752	DBSCAN_round1_0	DBSCAN_round1_0
NODE_278_length_62736_cov_223.709	62736	34.6770594236	223.709	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888		0	-23.754647120082716	13.20889605467973	DBSCAN_round1_10	DBSCAN_round1_10
NODE_279_length_62605_cov_223.747	62605	37.8020924846	223.747	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.9357500849609117	-17.817691711908733	DBSCAN_round2_3	DBSCAN_round2_3
NODE_280_length_62487_cov_223.293	62487	57.2231024053	223.293	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	20.67722692111095	-8.513777562293072	DBSCAN_round1_14	DBSCAN_round1_14
NODE_281_length_62105_cov_223.317	62105	72.8202238145	223.317	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.933851077342335	22.023314220968302	DBSCAN_round1_9	DBSCAN_round1_9
NODE_282_length_61945_cov_224.472	61945	55.77851319720001	224.472	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	18.947995484105085	-8.90352311303578	DBSCAN_round1_14	DBSCAN_round1_14
NODE_283_length_61933_cov_226.681	61933	59.8921415078	226.681	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654	PF02768.10,PF00712.14,PF02767.11	3	14.574726536126633	0.4747766343008488	DBSCAN_round1_5	DBSCAN_round1_5
NODE_284_length_61619_cov_223.683	61619	37.1021925056	223.683	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF02130.12,PF00035.20,PF02403.17,PF01025.14,PF01250.12	5	1.9429166658520298	-24.183814555989198	DBSCAN_round2_5	DBSCAN_round2_5
NODE_285_length_61358_cov_224.149	61358	37.1948238209	224.149	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF01330.16,PF11987.3,PF07499.8,PF01649.13,PF02772.11,PF02033.13,PF02773.11	7	1.9421072649478963	-24.187233616511744	DBSCAN_round2_5	DBSCAN_round2_5
NODE_286_length_61108_cov_224.178	61108	40.001309157600005	224.178	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF01509.13,PF01765.14,PF00889.14,PF08529.6,PF00830.14,PF01746.16,PF00035.20,PF11987.3,PF01782.13,PF00886.14,PF01245.15,PF00627.26,PF04760.10,PF00318.15,PF02978.14,PF02033.13	16	0.05132873187945628	-20.10478126803176	DBSCAN_round2_3	DBSCAN_round2_3
NODE_287_length_61030_cov_224.24	61030	70.4751761429	224.24	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-0.17527429647375825	20.898258575902744	DBSCAN_round1_9	DBSCAN_round1_9
NODE_288_length_61022_cov_224.026	61022	28.8666382616	224.026	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151		0	-23.21589038087141	5.822199283293233	DBSCAN_round3_2	DBSCAN_round3_2
NODE_289_length_60945_cov_223.862	60945	39.7948970383	223.862	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-1.0341474833303657	-18.830602719898923	DBSCAN_round2_3	DBSCAN_round2_3
NODE_290_length_60818_cov_223.439	60818	72.7021605446	223.439	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.026799512339032	20.70985891664722	DBSCAN_round1_9	DBSCAN_round1_9
NODE_291_length_60673_cov_224.58	60673	70.5717534983	224.58	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-1.4925059259576419	6.106359764420963	DBSCAN_round1_11	DBSCAN_round1_11
NODE_292_length_60304_cov_226.913	60304	72.9089280976	226.913	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.377357561596372	23.180086428217137	DBSCAN_round1_9	DBSCAN_round1_9
NODE_293_length_60097_cov_223.229	60097	40.3298001564	223.229	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF00830.14,PF02130.12,PF01416.15,PF01176.14	4	-21.17635165906506	-12.266449342639	DBSCAN_round1_13	DBSCAN_round1_13
NODE_294_length_60004_cov_224.57	60004	60.482634491000006	224.57	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	221822		0	17.185028956938705	3.162036106272244	DBSCAN_round1_1	DBSCAN_round1_1
NODE_295_length_59926_cov_224.106	59926	57.9965290525	224.106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	221822		0	17.770447470282733	2.695482262331779	DBSCAN_round1_1	DBSCAN_round1_1
NODE_296_length_59615_cov_224.368	59615	42.340015096900004	224.368	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	1.6907234693586768	-19.340709111298388	DBSCAN_round2_3	DBSCAN_round2_3
NODE_297_length_59582_cov_223.779	59582	40.4736329764	223.779	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-21.093956090468684	-13.008963556320793	DBSCAN_round1_13	DBSCAN_round1_13
NODE_298_length_59561_cov_223.162	59561	55.30800355939999	223.162	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF00113.17,PF03772.11,PF03952.11	3	34.44439478499645	6.93300708031367	DBSCAN_round1_6	DBSCAN_round1_6
NODE_299_length_59258_cov_224.274	59258	71.5093320733	224.274	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF00162.14,PF03840.9,PF00121.13,PF08459.6	4	-4.687325777533911	21.98741533597164	DBSCAN_round1_9	DBSCAN_round1_9
NODE_300_length_58775_cov_224.291	58775	31.804338579299998	224.291	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF00958.17	1	-23.55095102541541	12.377437960899998	DBSCAN_round1_10	DBSCAN_round1_10
NODE_301_length_57982_cov_229.79	57982	68.2711876099	229.79	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	0.7926932309468246	7.997180966768888	DBSCAN_round1_11	DBSCAN_round1_11
NODE_302_length_57834_cov_227.488	57834	70.9098454196	227.488	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.250975447979076	7.261918161538912	DBSCAN_round1_11	DBSCAN_round1_11
NODE_303_length_57598_cov_223.895	57598	32.3552901142	223.895	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888		0	-23.212774071014767	13.053237618570671	DBSCAN_round1_10	DBSCAN_round1_10
NODE_304_length_57178_cov_223.932	57178	40.5120850677	223.932	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF01668.13	1	0.5393672665136758	-19.35497096145153	DBSCAN_round2_3	DBSCAN_round2_3
